fullVisitorId,visitId,visitNumber,date,pageviews,hits,time_on_site,bounces,newVisits,transactions,transactionRevenue,sessionQualityDim,deviceCategory,browser,operatingSystem,country,city,source,medium,campaign
3418334011779872055,1501591568,1,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,0.6044705248269888,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,7,30,52,0,4,1
2474397855041322408,1501589647,2,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,-1.6543403837370223,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,7,36,32,2,3,1
5870462820713110108,1501616621,1,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,0.6044705248269888,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,7,89,52,2,3,1
9397809171349480379,1501601200,1,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,0.6044705248269888,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,5,7,90,13,2,3,1
6089902943184578335,1501615525,1,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,0.6044705248269888,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,7,90,52,1,3,1
9774853178934539216,1501610896,1,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,0.6044705248269888,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,7,90,34,0,4,1
1828670115323960984,1501589650,1,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,0.6044705248269888,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,7,36,32,2,3,1
9593864805477802170,1501573710,1,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,0.6044705248269888,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,7,36,38,2,3,1
3856839647156716513,1501644116,1,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,0.6044705248269888,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,4,90,52,0,4,1
6227674818184281287,1501574187,1,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,0.6044705248269888,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,4,90,43,0,4,1
7584192163261153799,1501614708,2,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,-1.6543403837370223,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,4,90,52,0,4,1
8356588563878313460,1501625398,1,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,0.6044705248269888,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,7,90,52,0,4,1
276316972020641996,1501636143,1,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,0.6044705248269888,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,7,90,52,0,4,1
5368439888438171044,1501617844,2,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,-1.6543403837370223,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,1,52,52,0,4,1
8093434632831972712,1501583103,1,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,0.6044705248269888,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,7,89,52,0,4,1
6293853860707951924,1501586309,1,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,0.6044705248269888,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,11,4,29,16,0,4,1
9763422381496918689,1501631547,1,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,0.6044705248269888,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,7,52,52,0,4,1
3303761699754053123,1501599064,1,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,0.6044705248269888,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,4,55,52,0,4,1
6523476011587974116,1501585229,6,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,-1.6543403837370223,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,1,64,53,0,4,1
5440137113110582954,1501639903,1,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,0.6044705248269888,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,7,92,52,0,4,1
4299324046861774856,1501576309,1,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,0.6044705248269888,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,4,89,25,0,4,1
2430434738816233400,1501573981,5,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,-1.6543403837370223,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,7,69,52,0,4,1
1162879947461479130,1501618526,1,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,0.6044705248269888,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,7,90,52,0,4,1
1633623663580153655,1501578968,1,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,0.6044705248269888,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,5,7,73,52,0,4,1
1831467524485009554,1501599268,1,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,0.6044705248269888,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,7,64,53,0,4,1
8642531916547495467,1501596177,1,20170801,-0.41177938018713073,-0.35358191540573186,-0.2667846467204948,1.0318044172283594,0.6044705248269888,-0.12819576367290686,-0.049081513743816245,-0.2936079486097855,0,2,4,10,52,0,4,1
